"nacionality","sex","age","sport","medal"
"NZL","M",37,"equestrian","F"
"CAN","M",24,"rowing","F"
"GBR","M",19,"aquatics","F"
"NED","M",32,"cycling","F"
"BEL","M",25,"cycling","F"
"FIJ","F",29,"rugby sevens","F"
"FIJ","F",28,"rugby sevens","F"
"HUN","F",23,"tennis","F"
"SUI","F",27,"tennis","T"
"GER","M",19,"hockey","T"
"GER","M",35,"table tennis","T"
"GER","M",23,"football","T"
"FRA","M",24,"handball","T"
"IRL","M",32,"hockey","F"
"UGA","M",25,"athletics","F"
"USA","M",25,"table tennis","F"
"JAM","M",20,"aquatics","F"
"KAZ","M",20,"canoe","F"
"GER","M",22,"hockey","T"
"RUS","M",24,"fencing","T"
"USA","F",28,"basketball","T"
"GER","F",28,"canoe","T"
"CRO","F",28,"sailing","F"
"SLO","F",28,"sailing","F"
"GER","F",21,"aquatics","F"
"NOR","F",23,"taekwondo","F"
"SLO","F",28,"athletics","F"
"SLO","F",26,"judo","T"
"BUR","M",21,"aquatics","F"
"CHN","F",27,"basketball","F"
"SIN","F",24,"aquatics","F"
"TPE","F",26,"cycling","F"
"CHN","F",22,"volleyball","T"
"CHN","F",25,"aquatics","T"
"CHN","F",26,"athletics","F"
"SWE","F",49,"equestrian","F"
"IND","F",27,"athletics","F"
"ETH","F",32,"athletics","F"
"NOR","F",23,"sailing","F"
"ETH","F",31,"athletics","T"
"SLO","F",22,"aquatics","F"
"SLO","F",19,"aquatics","F"
"SLO","F",22,"aquatics","F"
"RSA","M",18,"athletics","F"
"ROU","M",23,"rowing","F"
"GER","M",29,"athletics","F"
"GER","M",28,"judo","F"
"POR","M",22,"football","F"
"GER","M",26,"rowing","F"
"GER","M",29,"hockey","T"
"SWE","M",35,"handball","F"
"GER","M",28,"handball","T"
"GER","M",31,"athletics","F"
"USA","F",28,"football","F"
"PNG","F",28,"athletics","F"
"AZE","M",24,"wrestling","T"
"BEL","M",26,"hockey","T"
"GBR","M",26,"athletics","F"
"AUS","M",26,"sailing","T"
"AUS","M",21,"hockey","F"
"AUS","M",23,"rugby sevens","F"
"NED","M",26,"cycling","T"
"GBR","M",25,"athletics","F"
"GER","M",21,"hockey","T"
"AUS","M",25,"rugby sevens","F"
"GER","M",23,"canoe","T"
"GBR","M",27,"rugby sevens","T"
"BEL","M",23,"sailing","F"
"CAN","M",25,"sailing","F"
"GBR","M",31,"rowing","T"
"BEL","M",41,"weightlifting","F"
"USA","M",25,"aquatics","T"
"BEL","M",23,"judo","F"
"POR","M",21,"football","F"
"MEX","M",28,"volleyball","F"
"CHI","M",31,"gymnastics","F"
"SVK","M",26,"aquatics","F"
"CZE","M",25,"athletics","F"
"NZL","M",24,"athletics","T"
"POL","M",28,"boxing","F"
"POL","M",27,"canoe","F"
"POL","M",35,"athletics","F"
"POL","M",22,"aquatics","F"
"INA","M",28,"badminton","F"
"JPN","M",29,"wrestling","F"
"JPN","F",22,"aquatics","F"
"JPN","F",28,"athletics","F"
"JPN","M",30,"modern pentathlon","F"
"JPN","M",24,"athletics","F"
"JPN","M",23,"aquatics","F"
"JPN","M",41,"shooting","F"
"LAT","M",25,"cycling","F"
"CRO","M",30,"sailing","T"
"NED","M",22,"rowing","T"
"INA","M",25,"cycling","F"
"GER","M",33,"sailing","F"
"JAM","F",21,"gymnastics","F"
"GBR","F",27,"aquatics","F"
"NOR","F",26,"athletics","F"
"INA","M",29,"badminton","T"
"EST","M",37,"rowing","T"
"USA","M",35,"aquatics","F"
"NZL","M",29,"triathlon","F"
"GER","M",31,"cycling","F"
"USA","M",26,"athletics","T"
"FRA","M",34,"basketball","F"
"FIJ","M",21,"football","F"
"FRA","M",24,"boxing","T"
"DEN","M",41,"shooting","F"
"NOR","M",20,"cycling","F"
"USA","F",26,"athletics","T"
"IRL","F",29,"athletics","F"
"CAN","M",24,"cycling","F"
"JPN","M",39,"shooting","F"
"JPN","M",47,"equestrian","F"
"NGR","M",36,"athletics","F"
"USA","M",20,"aquatics","T"
"NZL","F",31,"weightlifting","F"
"USA","F",27,"rowing","F"
"COK","F",26,"aquatics","F"
"AUS","M",26,"aquatics","F"
"USA","M",30,"judo","T"
"USA","M",21,"athletics","F"
"NZL","M",22,"cycling","F"
"BAH","M",33,"athletics","F"
"FRA","M",22,"volleyball","F"
"ESP","F",26,"athletics","F"
"FRA","M",21,"table tennis","F"
"GER","F",35,"cycling","F"
"INA","M",29,"weightlifting","F"
"GUY","M",27,"athletics","F"
"POR","M",24,"athletics","F"
"GBR","M",27,"athletics","F"
"MGL","M",20,"boxing","F"
"LES","F",19,"athletics","F"
"LES","M",25,"athletics","F"
"ETH","M",25,"cycling","F"
"RSA","F",30,"athletics","F"
"BLR","M",30,"wrestling","F"
"MGL","M",20,"judo","F"
"MGL","F",24,"judo","F"
"GEO","M",19,"shooting","F"
"JPN","M",21,"canoe","F"
"JPN","M",28,"football","F"
"BUL","F",29,"tennis","F"
"BUL","F",22,"gymnastics","T"
"TUR","F",22,"athletics","F"
"TUR","F",26,"basketball","F"
"TUR","F",28,"athletics","F"
"RUS","F",20,"archery","T"
"MGL","M",26,"judo","F"
"HUN","F",27,"athletics","F"
"TUR","F",17,"gymnastics","F"
"FIN","F",26,"sailing","F"
"FIN","F",33,"sailing","F"
"MGL","M",29,"boxing","F"
"MGL","M",32,"judo","F"
"NED","M",24,"cycling","F"
"NZL","F",22,"rugby sevens","T"
"AUS","M",26,"aquatics","F"
"CAN","M",22,"triathlon","F"
"USA","M",26,"rowing","F"
"CAN","M",25,"volleyball","F"
"BAH","F",23,"athletics","F"
"RSA","M",21,"football","F"
"BER","M",32,"athletics","F"
"USA","M",34,"athletics","F"
"MAS","M",23,"aquatics","F"
"TPE","F",22,"badminton","F"
"TPE","F",28,"weightlifting","F"
"COL","F",34,"weightlifting","F"
"FRA","M",26,"aquatics","F"
"NGR","F",29,"athletics","F"
"KOR","M",24,"football","F"
"BRA","M",22,"football","T"
"MGL","M",27,"wrestling","F"
"BLR","M",21,"gymnastics","T"
"BLR","M",32,"athletics","F"
"UKR","M",49,"equestrian","F"
"TUR","M",25,"athletics","F"
"PRK","F",25,"aquatics","F"
"PRK","F",27,"gymnastics","F"
"PRK","F",21,"archery","F"
"MGL","M",28,"wrestling","F"
"MGL","F",26,"judo","F"
"KOS","F",30,"shooting","F"
"SLO","M",26,"handball","F"
"MNE","M",26,"aquatics","F"
"SLO","M",36,"handball","F"
"SLO","F",28,"canoe","F"
"MEX","F",25,"fencing","F"
"RSA","F",36,"rowing","F"
"FIN","F",36,"golf","F"
"JAM","M",30,"athletics","T"
"NED","F",27,"aquatics","F"
"AZE","M",24,"judo","F"
"NGR","M",22,"football","T"
"IND","M",23,"hockey","F"
"MGL","M",28,"judo","F"
"LAT","M",23,"aquatics","F"
"GER","M",30,"handball","T"
"MAS","M",27,"badminton","T"
"IND","F",21,"badminton","T"
"RUS","M",24,"fencing","F"
"BLR","M",29,"aquatics","F"
"UZB","M",20,"shooting","F"
"BLR","M",34,"rowing","F"
"BLR","M",30,"weightlifting","T"
"BRA","M",25,"canoe","F"
"ARM","M",20,"aquatics","F"
"LTU","F",28,"athletics","F"
"LTU","M",23,"basketball","F"
"SAM","M",28,"weightlifting","F"
"LTU","M",24,"athletics","F"
"BRA","M",22,"football","F"
"CRO","M",28,"rowing","T"
"FRA","M",24,"modern pentathlon","F"
"AZE","M",33,"canoe","T"
"FRA","M",23,"rowing","F"
"FRA","M",26,"handball","T"
"FRA","M",24,"modern pentathlon","F"
"NED","M",27,"hockey","F"
"ROU","F",34,"handball","F"
"CRO","F",20,"shooting","F"
"UZB","F",26,"athletics","F"
"ARG","F",36,"handball","F"
"GEO","F",35,"athletics","F"
"ITA","F",29,"judo","F"
"ITA","F",21,"rowing","F"
"ITA","F",30,"equestrian","F"
"ITA","M",31,"aquatics","T"
"ITA","M",27,"boxing","F"
"UKR","F",22,"athletics","F"
"ARG","F",31,"handball","F"
"ITA","F",40,"athletics","F"
"FRA","M",36,"shooting","F"
"FRA","F",22,"basketball","F"
"NZL","F",32,"athletics","T"
"GUA","F",17,"aquatics","F"
"UKR","M",29,"wrestling","F"
"UKR","F",21,"gymnastics","F"
"RUS","F",24,"wrestling","T"
"MDA","M",29,"judo","F"
"UZB","F",19,"gymnastics","F"
"BLR","F",21,"gymnastics","F"
"SWE","M",20,"football","F"
"IND","F",24,"hockey","F"
"FRA","F",34,"athletics","F"
"BRA","F",26,"athletics","F"
"BRA","F",32,"rowing","F"
"ITA","F",26,"gymnastics","F"
"PUR","F",32,"aquatics","F"
"GER","F",23,"aquatics","F"
"ZIM","F",22,"football","F"
"ESP","F",34,"rugby sevens","F"
"MEX","F",34,"judo","F"
"POR","F",26,"aquatics","F"
"GEO","M",27,"judo","T"
"GRE","F",22,"gymnastics","F"
"CAN","M",26,"tennis","F"
"USA","F",18,"athletics","F"
"BLR","M",35,"cycling","F"
"RUS","M",23,"boxing","F"
"SLO","M",41,"sailing","T"
"GRE","F",32,"gymnastics","F"
"BLR","F",29,"wrestling","F"
"RUS","M",44,"shooting","F"
"RUS","M",27,"canoe","F"
"GRE","F",30,"fencing","F"
"KAZ","M",28,"boxing","T"
"FIJ","M",26,"rugby sevens","T"
"GEO","M",23,"judo","F"
"BEL","F",43,"athletics","F"
"NOR","M",27,"cycling","F"
"FIN","M",25,"athletics","F"
"SRB","M",23,"aquatics","F"
"CZE","F",33,"triathlon","F"
"BRA","M",21,"taekwondo","F"
"BUL","M",25,"aquatics","F"
"USA","F",36,"tennis","T"
"NAM","F",23,"cycling","F"
"POR","F",27,"athletics","F"
"RUS","F",18,"gymnastics","T"
"RUS","F",30,"volleyball","F"
"NED","F",23,"gymnastics","F"
"ITA","F",21,"gymnastics","F"
"JAM","F",34,"athletics","T"
"PAR","F",24,"tennis","F"
"ITA","F",26,"athletics","F"
"NOR","F",26,"handball","T"
"UKR","F",21,"weightlifting","F"
"CZE","F",35,"sailing","F"
"SLO","F",29,"sailing","F"
"UKR","F",23,"archery","F"
"RUS","F",25,"aquatics","F"
"BLR","F",20,"aquatics","F"
"FIN","M",34,"shooting","F"
"RUS","M",24,"aquatics","F"
"RUS","M",25,"volleyball","F"
"ESP","M",25,"hockey","F"
"ESP","M",25,"triathlon","F"
"GBR","F",30,"triathlon","T"
"CMR","F",31,"volleyball","F"
"CHI","M",26,"athletics","F"
"ESP","M",28,"basketball","T"
"ARG","M",18,"football","F"
"DOM","M",36,"tennis","F"
"MEX","M",21,"football","F"
"FRA","M",22,"cycling","F"
"RUS","M",28,"wrestling","F"
"ESP","M",23,"aquatics","F"
"COL","M",28,"aquatics","F"
"BRA","M",26,"judo","F"
"VEN","M",21,"boxing","F"
"UAE","M",28,"judo","F"
"BRA","F",20,"aquatics","F"
"ARG","F",26,"handball","F"
"NZL","F",25,"football","F"
"USA","F",31,"rugby sevens","F"
"GER","F",26,"sailing","F"
"POR","F",21,"aquatics","F"
"BRA","F",30,"golf","F"
"AUT","F",31,"equestrian","F"
"AUS","F",34,"athletics","F"
"GBR","F",29,"rowing","T"
"ARG","F",28,"sailing","F"
"RUS","F",27,"handball","T"
"ARG","F",28,"hockey","F"
"HUN","M",30,"gymnastics","F"
"SLO","M",32,"handball","F"
"SLO","M",25,"handball","F"
"VIE","F",20,"aquatics","F"
"DEN","M",22,"football","F"
"KOS","F",19,"athletics","F"
"IND","M",21,"hockey","F"
"IND","M",33,"athletics","F"
"BLR","M",22,"aquatics","F"
"DEN","M",22,"badminton","T"
"DEN","M",23,"aquatics","F"
"HUN","M",26,"wrestling","F"
"RUS","M",25,"aquatics","F"
"HUN","M",32,"aquatics","F"
"SRB","M",23,"wrestling","F"
"UKR","M",35,"archery","F"
"CZE","M",26,"sailing","F"
"SRB","M",30,"tennis","F"
"BLR","F",36,"shooting","F"
"HUN","F",18,"shooting","F"
"HUN","F",31,"athletics","F"
"BLR","F",38,"table tennis","F"
"AUT","F",31,"canoe","F"
"TUR","F",18,"aquatics","F"
"RUS","F",24,"aquatics","F"
"RUS","F",28,"handball","T"
"KGZ","F",27,"athletics","F"
"UKR","F",29,"judo","F"
"UKR","F",23,"canoe","F"
"UKR","F",22,"athletics","F"
"KAZ","F",24,"athletics","F"
"FIJ","M",25,"rugby sevens","T"
"HUN","F",28,"aquatics","F"
"ANG","F",20,"handball","F"
"PUR","F",31,"volleyball","F"
"FRA","M",34,"fencing","F"
"RSA","M",23,"rowing","F"
"SVK","M",23,"canoe","F"
"FRA","M",30,"handball","T"
"USA","M",27,"shooting","F"
"FRA","M",33,"rugby sevens","F"
"FRA","M",27,"triathlon","F"
"CAN","M",20,"aquatics","F"
"BEL","M",29,"hockey","T"
"NED","M",31,"rowing","F"
"ITA","M",28,"rowing","F"
"ITA","M",27,"boxing","F"
"ITA","M",32,"cycling","F"
"IND","F",22,"wrestling","F"
"FIJ","F",25,"rugby sevens","F"
"BRA","M",26,"aquatics","F"
"BRA","M",28,"handball","F"
"KEN","F",27,"athletics","F"
"RUS","F",25,"fencing","T"
"ARG","F",24,"aquatics","F"
"USA","F",19,"shooting","T"
"FRA","F",28,"cycling","F"
"FRA","M",24,"rugby sevens","F"
"KEN","F",27,"athletics","F"
"NOR","F",32,"cycling","F"
"BLR","M",42,"shooting","F"
"UKR","M",25,"athletics","F"
"RUS","F",20,"shooting","T"
"KAZ","M",22,"aquatics","F"
"RUS","M",24,"boxing","T"
"RUS","M",42,"shooting","F"
"CZE","M",32,"canoe","F"
"CZE","M",33,"athletics","F"
"CAM","F",23,"aquatics","F"
"BRA","M",26,"basketball","F"
"BRA","M",20,"athletics","F"
"BRA","F",20,"athletics","F"
"ITA","M",29,"sailing","F"
"KEN","F",33,"athletics","T"
"MAS","F",26,"badminton","F"
"ARG","F",29,"athletics","F"
"BRA","F",22,"aquatics","F"
"MNE","M",31,"aquatics","F"
"ROU","M",23,"rowing","F"
"RUS","F",22,"aquatics","T"
"GEO","M",25,"wrestling","T"
"RUS","M",39,"shooting","F"
"RUS","M",46,"shooting","F"
"KAZ","M",34,"shooting","F"
"RUS","M",29,"badminton","F"
"MDA","M",35,"athletics","F"
"RUS","M",30,"badminton","F"
"ARM","M",25,"boxing","F"
"RUS","M",22,"shooting","T"
"RUS","M",24,"aquatics","F"
"RUS","M",26,"boxing","T"
"BLR","M",40,"table tennis","F"
"SRB","M",31,"athletics","F"
"SRB","M",29,"basketball","T"
"SRB","M",23,"canoe","F"
"BUL","M",28,"wrestling","F"
"UZB","M",21,"aquatics","F"
"RUS","M",29,"rowing","F"
"KAZ","M",23,"rowing","F"
"RUS","F",29,"handball","T"
"UKR","M",19,"gymnastics","F"
"GRE","M",33,"gymnastics","F"
"BLR","F",24,"canoe","T"
"BLR","F",27,"athletics","F"
"BLR","F",32,"athletics","F"
"BLR","F",33,"basketball","F"
"UKR","M",20,"weightlifting","F"
"UKR","M",34,"boxing","F"
"RUS","M",21,"aquatics","F"
"GRE","M",31,"sailing","F"
"OMA","F",27,"shooting","F"
"TUN","M",25,"handball","F"
"BRA","M",33,"athletics","F"
"IRQ","M",33,"boxing","F"
"HKG","F",29,"cycling","F"
"BRA","M",21,"football","T"
"ALG","M",22,"weightlifting","F"
"EGY","M",23,"boxing","F"
"FRA","M",21,"judo","F"
"BRA","M",29,"volleyball","T"
"USA","M",34,"shooting","F"
"KOR","M",28,"badminton","F"
"DOM","M",27,"judo","F"
"BEL","M",31,"sailing","F"
"FRA","M",25,"cycling","F"
"AUS","M",54,"shooting","F"
"JPN","M",23,"football","F"
"JPN","M",25,"athletics","F"
"RSA","M",24,"athletics","T"
"RSA","M",31,"athletics","F"
"MAS","M",27,"badminton","T"
"CHN","F",23,"weightlifting","T"
"CHN","M",27,"badminton","F"
"CHN","M",29,"rowing","F"
"CHN","M",29,"boxing","F"
"CHN","M",30,"shooting","T"
"CHN","M",24,"fencing","F"
"CHN","M",28,"sailing","F"
"CHN","M",29,"athletics","F"
"TPE","F",34,"weightlifting","F"
"TPE","M",21,"taekwondo","F"
"CHN","F",26,"aquatics","F"
"CHN","F",26,"rowing","F"
"BRA","M",33,"weightlifting","F"
"MAS","M",19,"aquatics","F"
"CHN","F",26,"basketball","F"
"TPE","F",22,"wrestling","F"
"TPE","M",42,"golf","F"
"RSA","F",28,"athletics","F"
"FRA","F",26,"football","F"
"BOL","F",23,"athletics","F"
"CHN","F",32,"shooting","F"
"CHN","F",24,"canoe","F"
"CHN","M",26,"athletics","F"
"CHN","F",27,"gymnastics","F"
"CHN","F",30,"athletics","T"
"CHN","F",27,"aquatics","T"
"CHN","F",25,"rowing","T"
"RSA","M",23,"rugby sevens","T"
"POL","F",31,"rowing","F"
"KEN","M",34,"athletics","F"
"COK","M",19,"aquatics","F"
"PUR","M",22,"athletics","F"
"BRA","M",29,"football","T"
"USA","F",27,"athletics","F"
"USA","F",29,"football","F"
"MAR","F",29,"taekwondo","F"
"NED","F",29,"rowing","F"
"POL","M",31,"rowing","F"
"GAB","M",31,"athletics","F"
"FRA","M",21,"athletics","F"
"USA","M",25,"shooting","F"
"USA","M",25,"athletics","T"
"CAN","M",29,"rowing","F"
"CAN","M",29,"rowing","F"
"GBR","M",27,"rowing","F"
"AUS","M",32,"shooting","F"
"AUS","M",28,"sailing","T"
"RSA","M",34,"athletics","F"
"BEL","M",32,"athletics","F"
"NED","F",28,"hockey","T"
"BRA","M",21,"football","T"
"BRA","M",37,"volleyball","T"
"MLT","M",31,"shooting","F"
"CUB","M",30,"athletics","F"
"NGR","M",23,"football","T"
"GBR","M",47,"equestrian","F"
"AUS","M",28,"rowing","T"
"FRA","M",29,"aquatics","T"
"USA","M",39,"volleyball","T"
"GBR","M",27,"rowing","T"
"COL","M",26,"football","F"
"BRA","M",26,"rowing","F"
"KEN","M",26,"rugby sevens","F"
"ESP","M",22,"basketball","T"
"FIN","F",18,"athletics","F"
"COL","M",23,"football","F"
"NED","M",31,"cycling","F"
"VEN","M",30,"basketball","F"
"UGA","F",23,"athletics","F"
"KEN","F",26,"athletics","F"
"GUY","M",29,"athletics","F"
"FIJ","M",23,"boxing","F"
"ZIM","M",36,"athletics","F"
"EGY","M",26,"handball","F"
"TUN","M",31,"athletics","F"
"THA","M",20,"weightlifting","F"
"THA","M",29,"archery","F"
"POL","M",27,"athletics","T"
"POL","M",30,"athletics","F"
"POL","M",20,"aquatics","F"
"PRK","M",27,"wrestling","F"
"KOR","M",24,"judo","F"
"KOR","M",32,"gymnastics","F"
"KOR","M",24,"archery","T"
"KOR","M",21,"modern pentathlon","F"
"NED","M",29,"cycling","F"
"VEN","M",26,"wrestling","F"
"ANG","F",30,"handball","F"
"THA","M",26,"boxing","F"
"NED","F",21,"hockey","T"
"ESP","F",24,"hockey","F"
"ESP","M",26,"hockey","F"
"BRA","M",27,"rowing","F"
"LAO","M",22,"athletics","F"
"HUN","F",23,"athletics","F"
"CHN","F",26,"volleyball","T"
"LUX","F",53,"table tennis","F"
"CHN","M",23,"aquatics","F"
"CHN","F",20,"aquatics","F"
"SIN","F",26,"shooting","F"
"CHN","F",19,"volleyball","T"
"CHN","F",23,"aquatics","T"
"HKG","F",30,"cycling","F"
"CHN","F",24,"hockey","F"
"SIN","F",20,"badminton","F"
"CHN","M",23,"basketball","F"
"CHN","F",20,"aquatics","F"
"CHN","F",21,"athletics","F"
"CHN","F",28,"basketball","F"
"CHN","F",19,"athletics","F"
"CHN","M",32,"weightlifting","T"
"CHN","F",34,"sailing","F"
"CHN","F",27,"football","F"
"CHN","F",28,"cycling","F"
"CHN","M",24,"athletics","F"
"CHN","F",24,"aquatics","T"
"GER","F",33,"table tennis","T"
"CHN","F",24,"modern pentathlon","F"
"CHN","F",26,"volleyball","T"
"CHN","F",28,"table tennis","T"
"CHN","F",28,"football","F"
"CHN","F",24,"hockey","F"
"CHN","F",20,"aquatics","F"
"CHN","M",26,"table tennis","T"
"AUS","M",28,"table tennis","F"
"CGO","F",27,"table tennis","F"
"CHN","M",22,"athletics","F"
"CHN","M",21,"athletics","F"
"CHN","F",22,"aquatics","T"
"CHN","F",25,"aquatics","F"
"CHN","F",22,"athletics","F"
"CHN","F",18,"aquatics","F"
"CHN","F",19,"aquatics","F"
"CHN","F",25,"athletics","F"
"CHN","F",20,"volleyball","T"
"CHN","F",23,"rowing","F"
"CHN","F",23,"athletics","T"
"CHN","F",20,"golf","F"
"ARG","F",24,"handball","F"
"VIE","M",42,"shooting","T"
"FRA","F",31,"table tennis","F"
"CHN","F",26,"aquatics","T"
"CHN","F",22,"wrestling","F"
"CHN","F",18,"aquatics","F"
"CHN","F",25,"badminton","F"
"CHN","M",23,"archery","F"
"CHN","M",25,"judo","T"
"CHN","M",24,"canoe","F"
"TPE","F",23,"archery","T"
"UAE","M",20,"aquatics","F"
"COL","F",32,"judo","F"
"MEX","F",31,"table tennis","F"
"ITA","F",29,"athletics","F"
"ARG","F",31,"volleyball","F"
"ARG","M",28,"sailing","F"
"CUB","F",25,"athletics","F"
"CHN","F",18,"aquatics","T"
"CHN","F",23,"weightlifting","F"
"ISR","M",24,"aquatics","F"
"CUB","F",30,"judo","F"
"CHN","F",27,"cycling","F"
"ARG","M",25,"boxing","F"
"CHN","F",27,"rowing","F"
"CHN","F",25,"football","F"
"CHN","F",17,"gymnastics","T"
"MAS","F",23,"aquatics","F"
"AZE","F",29,"boxing","F"
"UKR","F",24,"cycling","F"
"RUS","F",23,"fencing","T"
"RUS","F",19,"gymnastics","T"
"RUS","F",20,"gymnastics","F"
"RUS","F",27,"volleyball","F"
"UKR","F",30,"fencing","F"
"HKG","F",37,"table tennis","F"
"CHN","F",24,"wrestling","T"
"DOM","M",24,"athletics","F"
"BRA","F",32,"modern pentathlon","F"
"PER","F",33,"wrestling","F"
"ESP","F",37,"table tennis","F"
"CHN","F",25,"athletics","F"
"CHN","M",26,"cycling","F"
"CHN","F",23,"athletics","F"
"CHN","M",22,"gymnastics","T"
"CHN","F",23,"rowing","F"
"CHN","F",24,"hockey","F"
"CHN","M",25,"aquatics","T"
"SVK","M",22,"table tennis","F"
"CHN","F",30,"badminton","F"
"CHN","F",14,"aquatics","F"
"MEX","M",25,"sailing","F"
"CUB","M",21,"athletics","F"
"BEL","F",27,"tennis","F"
"BUL","M",27,"judo","F"
"VEN","F",30,"weightlifting","F"
"CUB","F",30,"athletics","F"
"CHN","F",24,"weightlifting","T"
"CAN","M",45,"equestrian","F"
"MON","M",30,"judo","F"
"FRA","M",24,"aquatics","F"
"FRA","M",28,"fencing","T"
"SUI","M",28,"sailing","F"
"SUI","M",24,"aquatics","F"
"BEL","M",28,"sailing","F"
"CHN","M",23,"basketball","F"
"ISR","F",27,"judo","T"
"POL","M",33,"athletics","F"
"PUR","F",21,"shooting","F"
"PUR","F",28,"volleyball","F"
"CUB","F",29,"athletics","F"
"RUS","F",19,"cycling","F"
"KAZ","F",29,"tennis","F"
"TUR","F",25,"wrestling","F"
"TUR","F",18,"archery","F"
"TUR","F",20,"athletics","F"
"CHN","F",26,"football","F"
"TUR","M",29,"athletics","T"
"CUB","M",26,"wrestling","T"
"GER","F",26,"athletics","F"
"FRA","F",25,"taekwondo","F"
"CUB","M",27,"boxing","F"
"ALG","M",25,"athletics","F"
"TUN","M",26,"taekwondo","F"
"JPN","M",24,"aquatics","F"
"JPN","M",26,"aquatics","F"
"CHN","F",28,"aquatics","F"
"BLR","M",26,"aquatics","F"
"BLR","M",25,"aquatics","F"
"TUR","M",29,"shooting","F"
"CHN","F",18,"aquatics","F"
"CHN","F",17,"aquatics","F"
"JPN","F",26,"aquatics","F"
"KOR","F",27,"badminton","F"
"MYA","M",33,"shooting","F"
"CHN","F",22,"gymnastics","F"
"EGY","M",21,"handball","F"
"ETH","F",18,"athletics","F"
"COL","M",29,"athletics","F"
"KOR","F",22,"rowing","F"
"KAZ","F",24,"athletics","F"
"KAZ","F",22,"wrestling","T"
"KAZ","F",21,"aquatics","F"
"KAZ","F",22,"aquatics","F"
"KAZ","F",28,"canoe","F"
"KAZ","M",24,"judo","T"
"BLR","F",33,"basketball","F"
"TKM","F",26,"athletics","F"
"KAZ","F",22,"shooting","F"
"UKR","F",27,"athletics","F"
"ERI","M",18,"athletics","F"
"BEN","M",27,"fencing","F"
"TPE","M",33,"tennis","F"
"KOR","F",22,"gymnastics","F"
"KOR","F",26,"badminton","F"
"KOR","F",28,"volleyball","F"
"KOR","M",30,"badminton","F"
"KOR","F",28,"athletics","F"
"KOR","F",26,"handball","F"
"VEN","M",38,"athletics","F"
"CHI","M",30,"athletics","F"
"COL","F",23,"athletics","F"
"ESA","F",22,"athletics","F"
"DOM","F",23,"archery","F"
"INA","F",22,"aquatics","F"
"MGL","F",16,"aquatics","F"
"KAZ","M",39,"canoe","F"
"KAZ","M",32,"athletics","F"
"UKR","F",21,"gymnastics","F"
"UKR","M",32,"athletics","F"
"BRA","M",20,"badminton","F"
"TPE","F",35,"shooting","F"
"CHN","F",17,"gymnastics","T"
"CHN","F",23,"aquatics","F"
"TPE","F",32,"table tennis","F"
"TPE","F",26,"rowing","F"
"ESP","M",24,"athletics","F"
"ROT","M",21,"athletics","F"
"CHN","F",28,"tennis","F"
"CHN","M",28,"shooting","F"
"SUR","M",31,"judo","F"
"ETH","M",22,"athletics","F"
"CHN","F",28,"badminton","F"
"SIN","F",22,"table tennis","F"
"USA","M",19,"table tennis","F"
"CHN","F",17,"gymnastics","T"
"CHN","F",24,"aquatics","F"
"CHN","F",39,"shooting","F"
"GER","F",33,"table tennis","T"
"CHN","F",23,"football","F"
"CHN","F",27,"aquatics","F"
"CHN","F",25,"badminton","F"
"HKG","F",25,"badminton","F"
"CHN","F",32,"judo","F"
"CUB","F",25,"athletics","F"
"COL","F",25,"football","F"
"CUB","F",26,"rowing","F"
"CHN","F",24,"fencing","T"
"CHN","M",22,"aquatics","F"
"CUB","M",30,"fencing","F"
"CUB","M",22,"athletics","F"
"FRA","M",29,"athletics","F"
"UZB","F",20,"boxing","F"
"VEN","M",20,"boxing","T"
"CUB","M",30,"weightlifting","F"
"IND","M",34,"wrestling","F"
"JAM","M",27,"athletics","T"
"FRA","M",38,"athletics","F"
"JPN","M",25,"weightlifting","F"
"ROT","F",29,"judo","F"
"CMR","F",19,"volleyball","F"
"VEN","F",31,"athletics","F"
"DOM","M",29,"athletics","F"
"JAM","M",21,"aquatics","F"
"ROT","M",36,"athletics","F"
"VEN","M",27,"cycling","F"
"CUB","M",23,"volleyball","F"
"KOR","M",28,"badminton","F"
"PRK","M",20,"weightlifting","F"
